component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,absolute_limit_uA,ground_truth,static_pass_168h,drift_0_24_uA_per_h,drift_24_96_uA_per_h,drift_96_168_uA_per_h,overall_drift_uA_per_h,lot_baseline_mean_uA,lot_baseline_std_uA,iddq_24h_zscore,iddq_96h_zscore,iddq_168h_zscore
C060008,LOT-006,IC_A,127.11,3.306,11.266,11.557,12.135,12.396,50.0,Normal,True,0.012125000000000016,0.008027777777777769,0.003625000000000014,0.006726190476190481,11.337624,3.811839389807939,0.05755121807769918,0.20918404960398293,0.27765493027588645
C020001,LOT-002,IC_A,126.01,3.273,9.352,9.573,9.82,10.022,50.0,Normal,True,0.009208333333333337,0.003430555555555554,0.002805555555555555,0.003988095238095238,11.022252,4.154165292215281,-0.34886719667025107,-0.2894088018724161,-0.24078290815110967
C090130,LOT-009,IC_A,124.85,3.289,10.873,11.027,11.184,11.598,50.0,Normal,True,0.006416666666666663,0.002180555555555556,0.005750000000000021,0.0043154761904761986,11.39196,3.751426574663322,-0.09728565726566403,-0.05543491145596089,0.05492310615688725
C040019,LOT-004,IC_A,126.45,3.264,9.215,9.333,9.403,9.716,50.0,Normal,True,0.00491666666666668,0.0009722222222222262,0.004347222222222206,0.0029821428571428538,10.701696,3.832831406253284,-0.3570978879391787,-0.33883462702825135,-0.25717176038367684
C070215,LOT-007,IC_A,125.32,3.298,8.616,8.488,8.854,8.633,50.0,Normal,True,-0.005333333333333338,0.005083333333333329,-0.003069444444444446,0.00010119047619047297,10.989696,3.957974929515009,-0.6320646402645472,-0.5395931096162094,-0.5954297442426648
C030130,LOT-003,IC_A,125.45,3.317,9.547,9.562,10.186,10.553,50.0,Normal,True,0.0006249999999999497,0.008666666666666675,0.005097222222222235,0.005988095238095239,11.715506,3.855729485024512,-0.5585210291240932,-0.39668394941619617,-0.3015009233700451
C050367,LOT-005,IC_A,125.24,3.304,10.24,10.238,10.67,11.325,50.0,Normal,True,-8.333333333336117e-05,0.006000000000000005,0.009097222222222213,0.006458333333333328,13.060988,4.494286612596969,-0.6281281643425876,-0.5320061237968969,-0.38626552991396357
C030452,LOT-003,IC_A,125.36,3.309,10.045,10.124,10.404,10.928,50.0,Normal,True,0.0032916666666666927,0.00388888888888888,0.00727777777777779,0.005255952380952386,11.715506,3.855729485024512,-0.4127639156692242,-0.3401447132361938,-0.20424306296866476
C040119,LOT-004,IC_A,126.31,3.254,26.198,32.204,50.389,58.379,50.0,Absolute_Failure,False,0.25025000000000003,0.25256944444444446,0.11097222222222215,0.1915535714285714,10.701696,3.832831406253284,5.610031259115359,10.354565540046965,12.439186321165662
C040092,LOT-004,IC_A,126.24,3.267,9.523,9.789,9.748,9.518,50.0,Normal,True,0.011083333333333334,-0.0005694444444444496,-0.0031944444444444255,-2.976190476189884e-05,10.701696,3.832831406253284,-0.2381257882908526,-0.2488228411101101,-0.3088306983888708
C050010,LOT-005,IC_A,125.46,3.309,10.183,10.356,10.797,10.948,50.0,Normal,True,0.007208333333333335,0.00612500000000001,0.0020972222222222195,0.004553571428571432,13.060988,4.494286612596969,-0.601872606971311,-0.5037480239142517,-0.47014981066795714
C080202,LOT-008,IC_A,123.26,3.332,10.701,10.613,10.645,11.216,50.0,Normal,True,-0.003666666666666707,0.00044444444444444485,0.007930555555555552,0.003065476190476183,11.11735,3.8795692423918693,-0.13000154617399065,-0.1217532077630306,0.025428080757537556
C050363,LOT-005,IC_A,125.41,3.304,26.65,26.877,27.097,27.288,50.0,High_Stable,True,0.009458333333333346,0.003055555555555589,0.002652777777777763,0.0037976190476190575,13.060988,4.494286612596969,3.074127929730895,3.1230789688976826,3.1655773710833928
C070081,LOT-007,IC_A,125.19,3.296,10.706,10.885,11.163,11.544,50.0,Normal,True,0.007458333333333345,0.0038611111111111177,0.00529166666666667,0.004988095238095244,10.989696,3.957974929515009,-0.026451910854531236,0.043786027725353914,0.14004737520354174
C020326,LOT-002,IC_A,126.06,3.26,9.403,9.598,10.174,10.443,50.0,Normal,True,0.008125000000000012,0.007999999999999983,0.003736111111111113,0.0061904761904761855,11.022252,4.154165292215281,-0.34284914051662396,-0.2041931267370575,-0.13943884252403063
C010087,LOT-001,IC_A,126.54,3.312,10.803,10.874,10.892,10.585,50.0,Normal,True,0.002958333333333322,0.0002499999999999848,-0.004263888888888869,-0.0012976190476190474,11.623093999999998,4.010721666950165,-0.18677287087079872,-0.18228490050169394,-0.25882972846365215
C080103,LOT-008,IC_A,123.28,3.329,9.065,9.24,9.375,9.626,50.0,Normal,True,0.007291666666666696,0.0018749999999999971,0.0034861111111111035,0.003339285714285714,11.11735,3.8795692423918693,-0.48390681611924474,-0.4491091384480071,-0.3844112340370394
C030339,LOT-003,IC_A,125.45,3.303,11.163,11.079,11.426,11.737,50.0,Normal,True,-0.0034999999999999845,0.004819444444444438,0.0043194444444444435,0.003416666666666666,11.715506,3.855729485024512,-0.165080564513709,-0.07508462435563186,0.005574561203912864
C080213,LOT-008,IC_A,123.28,3.333,11.268,11.558,11.351,12.002,50.0,Normal,True,0.012083333333333298,-0.0028749999999999856,0.009041666666666663,0.004369047619047619,11.11735,3.8795692423918693,0.11358219752467312,0.06022575842877563,0.22802789297674392
C080047,LOT-008,IC_A,123.14,3.327,11.156,10.929,13.006,42.946,50.0,Sudden_Anomaly,True,-0.009458333333333346,0.028847222222222222,0.4158333333333333,0.18922619047619046,11.11735,3.8795692423918693,-0.04854920436576006,0.48681951062061507,8.204171136375102
C010203,LOT-001,IC_A,126.39,3.297,10.014,10.0,10.214,10.596,50.0,Normal,True,-0.0005833333333333061,0.002972222222222228,0.005305555555555551,0.003464285714285719,11.623093999999998,4.010721666950165,-0.4046887654595669,-0.351331784404651,-0.2560870799047548
C100428,LOT-010,IC_A,124.9,3.285,10.497,10.798,11.017,11.487,50.0,Normal,True,0.012541666666666673,0.0030416666666666587,0.006527777777777787,0.005892857142857144,12.905142,4.3537982539741815,-0.48397786876702054,-0.4336769620127642,-0.3257252443209807
C070392,LOT-007,IC_A,125.48,3.291,10.334,10.472,10.445,10.661,50.0,Normal,True,0.0057499999999999956,-0.00037499999999998955,0.0029999999999999905,0.0019464285714285712,10.989696,3.957974929515009,-0.13079820090306554,-0.1376198711967952,-0.08304650884695663
C060124,LOT-006,IC_A,127.27,3.308,11.074,11.158,11.23,11.386,50.0,Normal,True,0.0034999999999999845,0.0010000000000000132,0.00216666666666665,0.0018571428571428534,11.337624,3.811839389807939,-0.047122656972452055,-0.02823413816640952,0.01269098591334845
C070131,LOT-007,IC_A,125.57,3.299,9.416,9.626,10.269,10.699,50.0,Normal,True,0.008749999999999961,0.008930555555555565,0.005972222222222218,0.007636904761904759,10.989696,3.957974929515009,-0.3445438701066006,-0.18208705533370087,-0.07344563954467012
C090360,LOT-009,IC_A,125.12,3.283,10.938,10.924,11.254,11.474,50.0,Normal,True,-0.0005833333333333801,0.004583333333333334,0.0030555555555555644,0.003190476190476188,11.39196,3.751426574663322,-0.1247418790389087,-0.03677534326055178,0.02186901392501966
C010170,LOT-001,IC_A,126.47,3.306,10.43,10.741,11.225,11.468,50.0,Normal,True,0.01295833333333333,0.006722222222222222,0.0033750000000000047,0.00617857142857143,11.623093999999998,4.010721666950165,-0.2199339852647419,-0.09925744867325025,-0.038669848690331826
C010271,LOT-001,IC_A,126.25,3.306,11.515,15.348,22.416,41.173,50.0,Latent_Defect,True,0.15970833333333334,0.09816666666666667,0.26051388888888893,0.1765357142857143,11.623093999999998,4.010721666950165,0.9287370975389817,2.691013462474236,7.3677279187688836
C100018,LOT-010,IC_A,124.72,3.287,10.783,10.965,11.365,11.118,50.0,Normal,True,0.007583333333333349,0.00555555555555556,-0.003430555555555554,0.001994047619047624,12.905142,4.3537982539741815,-0.44562055631057845,-0.3537467540196989,-0.4104788269343169
C040262,LOT-004,IC_A,126.08,3.263,8.539,8.485,8.582,8.828,50.0,Normal,True,-0.002250000000000011,0.0013472222222222403,0.003416666666666648,0.0017202380952380935,10.701696,3.832831406253284,-0.5783442486886978,-0.5530365871406983,-0.4888542702251542
C010208,LOT-001,IC_A,126.46,3.304,10.541,10.507,10.66,10.956,50.0,Normal,True,-0.0014166666666666956,0.0021250000000000067,0.004111111111111103,0.00247023809523809,11.623093999999998,4.010721666950165,-0.2782776000631077,-0.24012985192571457,-0.1663276725226537
C070214,LOT-007,IC_A,125.27,3.295,9.882,10.034,10.098,10.265,50.0,Normal,True,0.006333333333333376,0.0008888888888888897,0.0023194444444444417,0.0022797619047619103,10.989696,3.957974929515009,-0.24146085233468267,-0.2252909671939897,-0.18309767315499406
C100436,LOT-010,IC_A,124.98,3.273,11.721,12.002,12.007,12.594,50.0,Normal,True,0.011708333333333357,6.944444444443063e-05,0.008152777777777774,0.005196428571428567,12.905142,4.3537982539741815,-0.20743772387147333,-0.20628930134283757,-0.07146449648097207
C080450,LOT-008,IC_A,123.2,3.338,12.649,12.663,12.816,12.945,50.0,Normal,True,0.0005833333333333801,0.0021250000000000067,0.0017916666666666606,0.0017619047619047688,11.11735,3.8795692423918693,0.39840763327813716,0.43784500130553994,0.4710961155247225
C010191,LOT-001,IC_A,126.56,3.302,9.342,9.552,9.57,9.598,50.0,Normal,True,0.008749999999999961,0.0002500000000000095,0.0003888888888888954,0.0015238095238095252,11.623093999999998,4.010721666950165,-0.5163893613128485,-0.5119013909437433,-0.5049201037029131
C050079,LOT-005,IC_A,125.19,3.308,11.16,11.426,11.755,12.138,50.0,Normal,True,0.011083333333333334,0.004569444444444453,0.005319444444444432,0.00582142857142857,13.060988,4.494286612596969,-0.3637925528419385,-0.2905884988152435,-0.20536918972033755
C020292,LOT-002,IC_A,126.0,3.275,9.459,9.683,9.953,10.317,50.0,Normal,True,0.009333333333333341,0.0037499999999999942,0.005055555555555567,0.0051071428571428604,11.022252,4.154165292215281,-0.3223877495942923,-0.25739274313512045,-0.16976984553831073
C010500,LOT-001,IC_A,126.45,3.312,8.595,8.897,9.414,9.608,50.0,Normal,True,0.012583333333333316,0.007180555555555548,0.002694444444444456,0.006029761904761904,11.623093999999998,4.010721666950165,-0.6797016164108381,-0.550797134142654,-0.5024267868311881
C090028,LOT-009,IC_A,124.81,3.282,9.867,9.945,10.424,11.1,50.0,Normal,True,0.003249999999999975,0.006652777777777767,0.009388888888888891,0.007339285714285707,11.39196,3.751426574663322,-0.3857092685147006,-0.2580245090061161,-0.07782639329045164
C090388,LOT-009,IC_A,124.77,3.28,8.885,9.158,9.377,9.841,50.0,Normal,True,0.011374999999999988,0.0030416666666666834,0.006444444444444425,0.005690476190476188,11.39196,3.751426574663322,-0.5954961280830853,-0.5371183361574482,-0.41343205554788004
C010091,LOT-001,IC_A,126.44,3.301,9.995,10.191,10.213,10.296,50.0,Normal,True,0.00816666666666673,0.00030555555555553425,0.0011527777777777803,0.0017916666666666675,11.623093999999998,4.010721666950165,-0.3570664132096185,-0.35158111609182385,-0.330886586056506
C030386,LOT-003,IC_A,125.46,3.301,11.108,10.96,10.97,11.418,50.0,Normal,True,-0.006166666666666654,0.00013888888888888593,0.006222222222222203,0.0018452380952380877,11.715506,3.855729485024512,-0.19594372554774697,-0.1933501826037102,-0.07715945871086155
C020299,LOT-002,IC_A,126.28,3.256,8.806,8.723,9.042,9.478,50.0,Normal,True,-0.003458333333333267,0.004430555555555543,0.0060555555555555545,0.0040000000000000036,11.022252,4.154165292215281,-0.55348110589357,-0.47669070937328933,-0.37173581005403394
C030273,LOT-003,IC_A,125.64,3.306,10.691,11.124,11.625,11.679,50.0,Normal,True,0.01804166666666666,0.006958333333333326,0.0007500000000000037,0.005880952380952378,11.715506,3.855729485024512,-0.1534096212655434,-0.023473119769299416,-0.00946798787150058
C010490,LOT-001,IC_A,126.69,3.311,11.141,11.183,11.369,11.704,50.0,Normal,True,0.0017499999999999922,0.0025833333333333324,0.0046527777777777895,0.00335119047619048,11.623093999999998,4.010721666950165,-0.10972937953449534,-0.06335368572040971,0.020172429482379153
C020315,LOT-002,IC_A,126.1,3.264,8.97,9.43,9.75,9.863,50.0,Normal,True,0.019166666666666627,0.004444444444444449,0.0015694444444444382,0.005315476190476184,11.022252,4.154165292215281,-0.38329047786899784,-0.3062593591025718,-0.2790577452881777
C060383,LOT-006,IC_A,127.16,3.314,11.311,13.237,24.007,36.732,50.0,Latent_Defect,True,0.08025,0.14958333333333335,0.1767361111111111,0.1513154761904762,11.337624,3.811839389807939,0.4982833235520191,3.323690928289178,6.661974286718179
C100279,LOT-010,IC_A,124.69,3.288,10.065,10.261,11.301,38.724,50.0,Sudden_Anomaly,True,0.008166666666666655,0.014444444444444458,0.3808749999999999,0.17058928571428572,12.905142,4.3537982539741815,-0.6073184483425264,-0.36844656238623963,5.930191638170726
C040279,LOT-004,IC_A,125.96,3.261,27.173,36.434,48.688,66.892,50.0,Absolute_Failure,False,0.38587499999999997,0.1701944444444445,0.25283333333333324,0.23642261904761902,10.701696,3.832831406253284,6.713654025589963,9.910768299911432,14.660259751661716
C010209,LOT-001,IC_A,126.61,3.307,20.884,20.875,21.122,22.081,50.0,High_Stable,True,-0.0003750000000000142,0.003430555555555554,0.01331944444444444,0.007124999999999995,11.623093999999998,4.010721666950165,2.306793332541408,2.3683782592730163,2.607487347271447
C040492,LOT-004,IC_A,126.11,3.257,8.516,8.696,9.215,9.404,50.0,Normal,True,0.0074999999999999884,0.007208333333333335,0.0026250000000000006,0.005285714285714285,10.701696,3.832831406253284,-0.523293562228617,-0.3878845277604562,-0.33857372330095253
C040317,LOT-004,IC_A,126.04,3.271,7.849,7.97,8.491,8.417,50.0,Normal,True,0.005041666666666648,0.00723611111111111,-0.0010277777777777757,0.0033809523809523786,10.701696,3.832831406253284,-0.7127096682476627,-0.576778826324904,-0.5960857021450271
C050355,LOT-005,IC_A,125.18,3.304,27.725,35.48,51.243,67.372,50.0,Absolute_Failure,False,0.32312499999999983,0.21893055555555563,0.22401388888888885,0.2359940476190476,13.060988,4.494286612596969,4.988336065875745,8.495678022176023,12.084456707271954
C030329,LOT-003,IC_A,125.44,3.309,10.58,10.558,10.884,10.749,50.0,Normal,True,-0.0009166666666666767,0.004527777777777785,-0.0018749999999999971,0.0010059523809523838,11.715506,3.855729485024512,-0.3002041518980269,-0.21565465192242683,-0.2506674816669237
C090490,LOT-009,IC_A,124.76,3.29,11.305,11.131,11.504,11.743,50.0,Normal,True,-0.007249999999999979,0.005180555555555546,0.003319444444444455,0.002607142857142861,11.39196,3.751426574663322,-0.06956287023248463,0.029865971723051936,0.09357506884737729
C100448,LOT-010,IC_A,124.65,3.279,10.723,10.866,10.813,11.326,50.0,Normal,True,0.005958333333333288,-0.0007361111111110979,0.0071249999999999985,0.003589285714285713,12.905142,4.3537982539741815,-0.4683593223775711,-0.48053260118111246,-0.3627044497430596
C040341,LOT-004,IC_A,126.26,3.262,9.141,13.198,20.665,31.947,50.0,Latent_Defect,True,0.16904166666666667,0.10370833333333332,0.15669444444444444,0.13574999999999998,10.701696,3.832831406253284,0.6512950180713056,2.5994631498126473,5.542979001199525
C020032,LOT-002,IC_A,126.15,3.272,9.251,12.479,25.186,34.099,50.0,Latent_Defect,True,0.13449999999999998,0.17648611111111112,0.12379166666666662,0.1479047619047619,11.022252,4.154165292215281,0.35067165062735456,3.4095292323929014,5.555086612284009
C060278,LOT-006,IC_A,127.23,3.307,20.986,21.166,21.381,21.717,50.0,High_Stable,True,0.0074999999999999884,0.002986111111111109,0.004666666666666646,0.004351190476190465,11.337624,3.811839389807939,2.578381457067426,2.6347846729465796,2.7229310940414435
C080135,LOT-008,IC_A,123.31,3.342,10.173,10.475,10.664,11.742,50.0,Normal,True,0.012583333333333316,0.0026250000000000006,0.01497222222222224,0.00933928571428572,11.11735,3.8795692423918693,-0.1655725055712558,-0.11685575683152305,0.16101014338769362
C010429,LOT-001,IC_A,126.45,3.301,10.467,12.791,19.218,45.456,50.0,Latent_Defect,True,0.09683333333333333,0.08926388888888888,0.3644166666666667,0.20826785714285717,11.623093999999998,4.010721666950165,0.2911959734388903,1.8936507268965699,8.435615534928717
C060444,LOT-006,IC_A,127.31,3.3,9.66,9.582,9.96,10.219,50.0,Normal,True,-0.003249999999999975,0.005250000000000001,0.003597222222222202,0.003327380952380948,11.337624,3.811839389807939,-0.46057134639359953,-0.3614066226618775,-0.2934604230679202
C040118,LOT-004,IC_A,126.32,3.257,9.954,10.037,10.614,11.401,50.0,Normal,True,0.003458333333333341,0.008013888888888888,0.010930555555555542,0.008613095238095234,10.701696,3.832831406253284,-0.17342166392070998,-0.02288021326920951,0.18245102011507255
C060072,LOT-006,IC_A,127.56,3.304,11.173,11.114,11.591,11.76,50.0,Normal,True,-0.0024583333333333033,0.00662499999999998,0.002347222222222229,0.0034940476190476175,11.337624,3.811839389807939,-0.058665640687255334,0.06647079640277442,0.11080634748917935
C010005,LOT-001,IC_A,126.26,3.305,10.7,10.872,10.912,11.382,50.0,Normal,True,0.007166666666666692,0.0005555555555555683,0.006527777777777762,0.0040595238095238115,11.623093999999998,4.010721666950165,-0.1872715342451439,-0.17729826675824353,-0.060112373787167196
C100110,LOT-010,IC_A,124.62,3.299,11.886,11.669,12.095,12.444,50.0,Normal,True,-0.009041666666666615,0.005916666666666669,0.004847222222222225,0.003321428571428581,12.905142,4.3537982539741815,-0.2839226642786305,-0.18607706483884387,-0.10591717234005153
C070101,LOT-007,IC_A,125.67,3.297,9.464,9.566,9.661,9.906,50.0,Normal,True,0.004250000000000013,0.0013194444444444287,0.0034027777777777914,0.002630952380952382,10.989696,3.957974929515009,-0.3597031374259999,-0.3357009641702841,-0.27380062261606863
C010177,LOT-001,IC_A,126.55,3.304,8.915,8.771,8.972,9.213,50.0,Normal,True,-0.005999999999999932,0.002791666666666649,0.0033472222222222176,0.001773809523809524,11.623093999999998,4.010721666950165,-0.7111174089945734,-0.6610017398729006,-0.6009128032643273
C090087,LOT-009,IC_A,124.94,3.291,21.078,29.883,50.1,69.378,50.0,Absolute_Failure,False,0.366875,0.2807916666666667,0.26775,0.2875,11.39196,3.751426574663322,4.929068884057662,10.318218744151729,15.457063825167378
C100199,LOT-010,IC_A,124.55,3.29,24.392,24.504,25.098,25.06,50.0,High_Stable,True,0.004666666666666745,0.008249999999999967,-0.0005277777777777813,0.003976190476190472,12.905142,4.3537982539741815,2.6640779667299634,2.8005105631319185,2.791782551914285
C060090,LOT-006,IC_A,127.45,3.314,9.646,9.72,9.753,10.261,50.0,Normal,True,0.003083333333333327,0.000458333333333326,0.007055555555555543,0.0036607142857142763,11.337624,3.811839389807939,-0.42436835201535184,-0.4157111142292493,-0.28244212043106226
C060175,LOT-006,IC_A,127.27,3.3,11.141,11.08,11.717,12.152,50.0,Normal,True,-0.0025416666666666643,0.008847222222222229,0.006041666666666649,0.006017857142857138,11.337624,3.811839389807939,-0.06758521901233104,0.09952570431334874,0.21364383876652054
C080119,LOT-008,IC_A,123.15,3.339,9.828,9.829,9.96,10.344,50.0,Normal,True,4.166666666671759e-05,0.0018194444444444475,0.005333333333333313,0.0030714285714285713,11.11735,3.8795692423918693,-0.3320858372425114,-0.29831920187264366,-0.19933914094112354
