component_id,component_type,lot_id,risk_score,qa_classification,priority_rank,screening_recommendation,strongest_risk_factor,explanation_summary
C870,TypeC,L1,76.9358481675384,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C870 was analyzed for predicted. The latest observed value is 42.1574 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 42.1574 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6394,TypeC,L4,76.89649126691862,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6394 was analyzed for predicted. The latest observed value is 46.3621 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 46.3621 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8444,TypeA,L5,76.89440094844718,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8444 was analyzed for predicted. The latest observed value is 34.5453 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 34.5453 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6905,TypeA,L4,76.8198593906854,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6905 was analyzed for predicted. The latest observed value is 32.6879 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 32.6879 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8938,TypeC,L5,76.81504932664488,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8938 was analyzed for predicted. The latest observed value is 36.1633 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 36.1633 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9843,TypeA,L5,76.79901139078595,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9843 was analyzed for predicted. The latest observed value is 32.5335 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 32.5335 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1691,TypeC,L1,76.79165694471789,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1691 was analyzed for predicted. The latest observed value is 36.9232 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 36.9232 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8574,TypeA,L5,76.72387393796639,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8574 was analyzed for predicted. The latest observed value is 38.1118 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 38.1118 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4372,TypeA,L3,76.70487298071939,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4372 was analyzed for predicted. The latest observed value is 30.7830 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 30.7830 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4314,TypeB,L3,76.68217435992226,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4314 was analyzed for predicted. The latest observed value is 31.1558 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 31.1558 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7275,TypeA,L4,76.66839323120892,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C7275 was analyzed for predicted. The latest observed value is 36.5413 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 36.5413 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1133,TypeA,L1,76.64827808236468,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1133 was analyzed for predicted. The latest observed value is 40.0556 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 40.0556 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2314,TypeA,L2,76.63864660417921,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2314 was analyzed for predicted. The latest observed value is 37.4565 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 37.4565 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8915,TypeA,L5,76.62842434886673,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8915 was analyzed for predicted. The latest observed value is 39.9704 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 39.9704 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5779,TypeA,L3,76.61480990528025,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5779 was analyzed for predicted. The latest observed value is 31.7200 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 31.7200 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5617,TypeB,L3,76.57419629583896,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5617 was analyzed for predicted. The latest observed value is 38.5537 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 38.5537 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6910,TypeA,L4,76.56173171957754,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6910 was analyzed for predicted. The latest observed value is 36.4070 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 36.4070 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7470,TypeA,L4,76.55653676518519,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C7470 was analyzed for predicted. The latest observed value is 33.2015 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 33.2015 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2519,TypeB,L2,76.5125190049845,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2519 was analyzed for predicted. The latest observed value is 31.8282 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 31.8282 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1424,TypeB,L1,76.49273500947177,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1424 was analyzed for predicted. The latest observed value is 41.6847 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 41.6847 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6120,TypeA,L4,76.49172485170138,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6120 was analyzed for predicted. The latest observed value is 36.1836 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 36.1836 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1494,TypeC,L1,76.44920977620778,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1494 was analyzed for predicted. The latest observed value is 31.3348 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 31.3348 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8268,TypeC,L5,76.43402407266645,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8268 was analyzed for predicted. The latest observed value is 30.8432 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 30.8432 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C286,TypeB,L1,76.41915884155944,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C286 was analyzed for predicted. The latest observed value is 37.8942 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 37.8942 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5029,TypeB,L3,76.39789000974402,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5029 was analyzed for predicted. The latest observed value is 31.1787 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 31.1787 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9425,TypeB,L5,76.35003923072581,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9425 was analyzed for predicted. The latest observed value is 37.3629 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 37.3629 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6853,TypeC,L4,76.34435448255616,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6853 was analyzed for predicted. The latest observed value is 34.7414 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 34.7414 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
